10,11,10,45
11,12,12,49
19,19,19,65
14,14,14,53
8,6,7,38
16,16,15,57
9,10,10,43
9,9,9,42
16,15,15,56
10,11,10,45
11,11,11,45
8,8,8,41
13,14,14,52
18,18,18,62
13,13,13,51
19,18,18,63
17,16,16,59
9,10,9,43
12,12,12,49
18,17,18,61
15,15,15,56
5,4,5,33
14,14,14,53
15,15,15,56
22,22,23,69
18,18,18,62
12,12,12,49
15,15,15,55
15,15,15,54
12,12,13,49
10,10,10,43
12,12,12,49
10,10,10,44
9,10,9,43
9,10,9,43
9,9,9,42
13,14,13,51
16,16,15,57
13,14,13,51
11,11,12,46
14,14,14,53
9,8,9,41
9,9,9,42
13,14,13,51
10,11,11,45
10,10,10,44
13,13,13,50
12,12,13,49
15,14,14,53
9,8,9,41
15,15,15,54
11,11,12,47
18,18,18,63
8,7,8,39
13,13,13,50
15,15,15,54
13,13,13,50
13,13,13,50
9,9,9,42
14,14,14,53
10,10,10,44
6,6,5,35
15,14,14,53
11,12,12,49
17,16,17,59
11,11,12,46
12,12,12,49
16,16,16,58
6,5,5,34
9,8,9,41
11,11,11,45
12,12,12,49
8,8,8,41
11,11,11,45
11,11,11,46
4,3,5,33
10,11,11,45
9,8,8,41
15,15,15,55
19,19,19,65
9,9,9,41
9,10,9,43
11,11,11,45
10,11,10,45
15,15,15,55
17,17,17,59
14,14,14,53
10,10,10,44
13,13,13,50
11,11,11,46
11,12,12,48
16,15,15,56
17,16,17,59
8,6,7,38
7,6,6,37
13,13,13,50
20,21,20,69
16,16,15,57
19,20,19,68
12,12,12,49
8,7,8,40
15,15,14,54
6,6,6,36
11,11,11,46
10,10,10,44
11,12,12,48
17,17,17,59
14,14,14,53
13,13,13,50
11,11,11,45
10,10,10,43
11,12,12,48
10,10,10,43
10,10,10,44
13,13,13,50
13,14,14,52
16,16,15,56
13,14,13,51
9,10,9,43
9,8,9,41
11,11,12,47
17,16,16,58
15,15,15,55
9,10,9,43
15,15,15,55
