1,1,1,4
0,0,0,0
0,0,0,2
0,0,0,2
1,1,1,3
1,1,1,4
1,1,1,4
1,1,1,4
0,0,0,1
1,1,1,5
1,1,1,4
1,1,1,3
1,1,1,3
0,0,0,1
0,0,0,2
0,0,0,0
1,1,1,4
2,2,2,6
3,3,3,7
0,0,0,2
0,0,0,2
1,1,1,3
0,1,0,3
1,1,1,4
1,2,2,5
1,1,1,3
0,0,0,1
2,2,2,6
0,0,0,2
2,2,2,6
1,1,1,4
0,0,0,1
0,0,0,2
1,1,1,5
0,0,0,2
1,1,1,3
1,1,1,3
3,3,3,7
0,0,0,2
3,3,3,8
0,0,0,2
2,2,2,6
1,1,1,5
0,0,0,2
1,1,1,4
2,2,2,6
1,1,1,5
0,0,0,2
1,1,1,3
4,3,3,8
2,2,2,6
3,2,2,6
0,0,0,0
0,0,0,2
1,1,1,4
1,1,1,4
1,1,1,3
4,3,5,8
0,0,0,2
0,0,0,3
0,0,0,2
0,0,0,1
1,1,1,5
0,0,0,1
0,0,0,1
0,0,0,2
2,2,2,5
1,1,1,4
0,0,0,2
0,0,0,2
0,0,0,2
1,1,1,4
0,1,0,3
1,1,1,4
0,0,0,1
0,0,0,3
3,2,3,6
1,1,1,3
0,1,0,3
0,0,0,1
0,0,0,0
2,2,2,5
2,2,2,5
0,0,0,2
1,1,1,5
3,3,3,7
1,1,1,5
0,0,0,1
1,1,1,5
0,0,0,2
0,0,0,1
1,1,1,5
