2,2,2,8
4,4,4,11
2,2,2,7
1,1,1,6
2,2,2,7
1,1,1,5
1,1,1,5
1,1,1,6
0,0,0,2
3,2,3,9
0,0,0,2
0,0,0,4
3,3,3,9
1,1,0,5
2,2,2,7
0,0,0,3
2,2,2,7
2,2,2,7
3,2,3,9
1,1,1,5
1,2,2,6
1,1,1,6
2,2,2,7
2,2,2,8
1,2,1,6
0,0,0,3
3,2,2,9
1,1,1,6
2,2,2,8
2,2,2,8
4,3,3,11
3,3,3,10
0,0,0,2
3,3,3,9
4,4,4,11
1,1,1,5
2,2,2,7
0,0,0,4
4,4,5,11
1,1,1,6
3,3,3,9
1,1,1,6
2,2,2,8
1,1,1,6
0,1,0,4
1,1,1,5
3,3,3,9
0,0,0,2
2,2,2,7
0,0,0,2
3,2,3,9
0,0,0,4
1,1,1,5
2,2,2,7
0,0,0,4
2,2,2,7
3,3,3,10
0,0,0,4
4,3,3,10
2,2,2,8
2,2,2,8
0,0,0,3
2,2,2,8
4,3,3,10
3,2,2,9
2,2,2,7
0,0,0,4
0,0,0,4
2,2,2,8
1,1,1,5
4,3,3,10
1,1,1,6
1,2,1,6
3,2,3,9
2,2,2,7
1,1,1,5
1,1,1,5
1,1,1,5
2,2,2,7
2,2,2,8
2,2,2,9
4,4,4,11
1,1,1,5
1,1,0,5
2,2,2,8
3,3,3,9
1,1,1,6
0,0,0,3
2,2,2,8
1,1,1,6
2,2,2,7
1,1,1,5
2,2,2,7
5,7,6,12
1,1,1,6
1,1,1,6
0,0,0,4
0,0,0,3
0,0,0,4
4,5,6,12
3,3,3,10
1,1,1,6
1,1,1,6
0,0,0,2
2,2,2,7
1,1,1,5
4,4,4,11
4,4,5,11
0,1,0,4
1,1,1,6
4,6,6,12
3,3,3,9
1,1,1,6
0,0,0,2
2,2,2,8
